lokalizacja,cena,do_wynajecia_przez,liczba_pokoi,rodzaj_nieruchomosci,wielkosc,parking,liczba_lazienek,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Praga Południe, Warszawa",2300,Właściciel,3 pokoje,Mieszkanie,62,Nie podano,1 łazienka,Nie,Tak,247
"Praga Południe, Warszawa",1350,Właściciel,Kawalerka lub garsoniera,Mieszkanie,44,Ulica,1 łazienka,Nie,Nie,70
"Praga Południe, Warszawa",2999,Agencja,2 pokoje,Mieszkanie,60,Garaż,1 łazienka,Tak,Tak,97
"Praga Południe, Warszawa",3300,Właściciel,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,12
"Śródmieście, Warszawa",2200,Właściciel,2 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,141
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,61
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,78,Nie podano,1 łazienka,Tak,Tak,86
"Śródmieście, Warszawa",2300,Agencja,3 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,74
"Śródmieście, Warszawa",2300,Właściciel,2 pokoje,Mieszkanie,42,Ulica,1 łazienka,Nie,Nie,47
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,61
"Śródmieście, Warszawa",3000,Właściciel,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Nie,Nie,413
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,40,Ulica,1 łazienka,Tak,Tak,78
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,75
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,39,Ulica,Nie podano,Tak,Tak,56
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,278
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,341
"Śródmieście, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,95,Nie podano,Nie podano,Tak,Tak,109
"Śródmieście, Warszawa",2799,Agencja,2 pokoje,Mieszkanie,33,Brak,Nie podano,Tak,Tak,174
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,64,Garaż,1 łazienka,Tak,Tak,60
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,52,Nie podano,1 łazienka,Tak,Tak,49
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,94,Kryty,Nie podano,Tak,Tak,255
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,59,Kryty,Nie podano,Tak,Tak,275
"Śródmieście, Warszawa",3800,Agencja,2 pokoje,Mieszkanie,55,Nie podano,Nie podano,Tak,Tak,214
"Śródmieście, Warszawa",3300,Agencja,2 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,189
"Śródmieście, Warszawa",2200,Właściciel,2 pokoje,Mieszkanie,40,Kryty,1 łazienka,Tak,Tak,70
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,61
"Śródmieście, Warszawa",3950,Agencja,4 pokoje,Mieszkanie,85,Nie podano,2 łazienki,Nie,Nie,106
"Śródmieście, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,42,Nie podano,1 łazienka,Nie,Nie,53
"Śródmieście, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Nie,Tak,42
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,58,Ulica,1 łazienka,Tak,Tak,60
"Śródmieście, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,250
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,104
"Śródmieście, Warszawa",2050,Agencja,Kawalerka lub garsoniera,Mieszkanie,37,Nie podano,Nie podano,Tak,Tak,100
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,179
"Śródmieście, Warszawa",2100,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,1 łazienka,Tak,Tak,136
"Śródmieście, Warszawa",2800,Właściciel,2 pokoje,Mieszkanie,50,Nie podano,1 łazienka,Tak,Tak,21
"Śródmieście, Warszawa",1900,Właściciel,Kawalerka lub garsoniera,Mieszkanie,38,Ulica,1 łazienka,Nie,Tak,149
"Śródmieście, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,60,Garaż,1 łazienka,Nie,Tak,50
"Śródmieście, Warszawa",3700,Agencja,2 pokoje,Mieszkanie,46,Garaż,Nie podano,Tak,Tak,76
"Śródmieście, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,58,Ulica,1 łazienka,Tak,Tak,223
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,61
"Śródmieście, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,67,Nie podano,Nie podano,Tak,Tak,67
"Śródmieście, Warszawa",4500,Agencja,2 pokoje,Mieszkanie,67,Ulica,Nie podano,Tak,Tak,163
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,56,Nie podano,1 łazienka,Tak,Tak,54
"Śródmieście, Warszawa",4500,Agencja,4 pokoje,Mieszkanie,100,Nie podano,2 łazienki,Tak,Tak,338
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,55,Nie podano,Nie podano,Tak,Tak,92
"Śródmieście, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,60,Nie podano,Nie podano,Tak,Tak,75
"Śródmieście, Warszawa",1420,Agencja,Kawalerka lub garsoniera,Mieszkanie,26,Nie podano,Nie podano,Tak,Tak,312
"Śródmieście, Warszawa",2810,Agencja,3 pokoje,Mieszkanie,70,Nie podano,Nie podano,Tak,Tak,514
"Śródmieście, Warszawa",1735,Agencja,2 pokoje,Mieszkanie,38,Nie podano,Nie podano,Tak,Tak,474
"Śródmieście, Warszawa",2810,Agencja,3 pokoje,Mieszkanie,74,Nie podano,Nie podano,Tak,Tak,404
"Śródmieście, Warszawa",2300,Agencja,3 pokoje,Mieszkanie,48,Nie podano,Nie podano,Tak,Tak,10
"Śródmieście, Warszawa",1550,Agencja,Kawalerka lub garsoniera,Mieszkanie,27,Nie podano,Nie podano,Tak,Tak,363
"Śródmieście, Warszawa",2400,Agencja,Kawalerka lub garsoniera,Mieszkanie,36,Ulica,Nie podano,Tak,Tak,39
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,55,Garaż,1 łazienka,Tak,Tak,156
"Śródmieście, Warszawa",4900,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,100
"Śródmieście, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,54,Garaż,1 łazienka,Tak,Tak,234
"Śródmieście, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,39,Garaż,1 łazienka,Tak,Tak,264
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,80,Garaż,1 łazienka,Tak,Tak,110
"Śródmieście, Warszawa",2000,Właściciel,Kawalerka lub garsoniera,Mieszkanie,37,Ulica,1 łazienka,Nie,Nie,92
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,60
"Śródmieście, Warszawa",2500,Właściciel,2 pokoje,Mieszkanie,56,Garaż,1 łazienka,Nie,Tak,48
"Śródmieście, Warszawa",2100,Nie podano,Kawalerka lub garsoniera,Mieszkanie,38,Nie podano,Nie podano,Nie,Nie,14
"Śródmieście, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,78,Ulica,Nie podano,Tak,Tak,129
"Śródmieście, Warszawa",1800,Agencja,Kawalerka lub garsoniera,Mieszkanie,28,Nie podano,1 łazienka,Nie,Nie,85
"Śródmieście, Warszawa",2300,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Nie podano,1 łazienka,Tak,Tak,22
"Śródmieście, Warszawa",2100,Właściciel,2 pokoje,Mieszkanie,35,Nie podano,Nie podano,Tak,Tak,60
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,63,Garaż,1 łazienka,Tak,Tak,100
"Śródmieście, Warszawa",2300,Agencja,3 pokoje,Mieszkanie,55,Nie podano,1 łazienka,Tak,Tak,74
"Śródmieście, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,45,Nie podano,1 łazienka,Tak,Tak,67
"Śródmieście, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,54,Ulica,Nie podano,Tak,Tak,157
"Śródmieście, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,68,Kryty,Nie podano,Tak,Tak,115
"Śródmieście, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,58,Ulica,Nie podano,Tak,Tak,58
"Śródmieście, Warszawa",3100,Agencja,Kawalerka lub garsoniera,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,212
"Śródmieście, Warszawa",2100,Właściciel,Kawalerka lub garsoniera,Mieszkanie,28,Ulica,1 łazienka,Nie,Nie,183
"Śródmieście, Warszawa",2100,Właściciel,Kawalerka lub garsoniera,Mieszkanie,28,Ulica,1 łazienka,Nie,Nie,182
"Śródmieście, Warszawa",1700,Właściciel,Kawalerka lub garsoniera,Mieszkanie,27,Brak,1 łazienka,Tak,Tak,82
"Targówek, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,60,Nie podano,Nie podano,Tak,Tak,90
"Targówek, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,88,Kryty,2 łazienki,Tak,Tak,114
"Targówek, Warszawa",2200,Agencja,3 pokoje,Mieszkanie,75,Garaż,1 łazienka,Tak,Tak,67
"Targówek, Warszawa",2200,Właściciel,3 pokoje,Mieszkanie,63,Ulica,2 łazienki,Nie,Nie,109
"Targówek, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,86,Ulica,1 łazienka,Tak,Tak,127
"Targówek, Warszawa",2400,Właściciel,2 pokoje,Mieszkanie,53,Garaż,1 łazienka,Nie,Nie,325
"Ursynów, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,69,Nie podano,Nie podano,Tak,Tak,83
"Ursynów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,51,Kryty,Nie podano,Tak,Tak,43
"Ursynów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,66,Nie podano,Nie podano,Tak,Tak,65
"Ursynów, Warszawa",1800,Agencja,Kawalerka lub garsoniera,Mieszkanie,39,Garaż,1 łazienka,Tak,Tak,79
"Ursynów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,52,Nie podano,Nie podano,Tak,Tak,183
"Ursynów, Warszawa",3600,Agencja,3 pokoje,Mieszkanie,76,Garaż,2 łazienki,Tak,Tak,289
"Ursynów, Warszawa",3050,Agencja,2 pokoje,Mieszkanie,42,Nie podano,Nie podano,Tak,Tak,257
"Ursynów, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,42,Nie podano,1 łazienka,Tak,Tak,58
"Ursynów, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,54,Garaż,Nie podano,Tak,Tak,47
"Ursynów, Warszawa",2600,Agencja,3 pokoje,Mieszkanie,66,Nie podano,2 łazienki,Tak,Tak,80
"Ursynów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,58,Garaż,Nie podano,Tak,Tak,88
"Ursynów, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,58,Nie podano,Nie podano,Tak,Tak,88
"Ursynów, Warszawa",2300,Agencja,Kawalerka lub garsoniera,Mieszkanie,37,Nie podano,1 łazienka,Tak,Tak,87
"Ursynów, Warszawa",3800,Agencja,2 pokoje,Mieszkanie,80,Garaż,2 łazienki,Tak,Tak,177
"Ursynów, Warszawa",4700,Agencja,3 pokoje,Mieszkanie,84,Garaż,1 łazienka,Tak,Tak,184
"Ursynów, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,53,Nie podano,Nie podano,Tak,Tak,138
"Ursynów, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,67,Nie podano,Nie podano,Tak,Tak,71
"Ursynów, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,80,Nie podano,Nie podano,Tak,Tak,146
"Ursynów, Warszawa",2650,Agencja,2 pokoje,Mieszkanie,52,Nie podano,Nie podano,Tak,Tak,107
"Ursynów, Warszawa",1550,Agencja,Kawalerka lub garsoniera,Mieszkanie,33,Nie podano,Nie podano,Tak,Tak,232
"Ursynów, Warszawa",4100,Agencja,3 pokoje,Mieszkanie,70,Garaż,1 łazienka,Tak,Tak,43
"Ursynów, Warszawa",1800,Agencja,Kawalerka lub garsoniera,Mieszkanie,39,Nie podano,1 łazienka,Tak,Tak,105
"Ursynów, Warszawa",2200,Właściciel,2 pokoje,Mieszkanie,46,Ulica,1 łazienka,Nie,Nie,113
"Wawer, Warszawa",2500,Agencja,3 pokoje,Dom,65,Nie podano,1 łazienka,Tak,Tak,105
"Wilanów, Warszawa",1800,Właściciel,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,61
"Wilanów, Warszawa",2500,Właściciel,2 pokoje,Mieszkanie,62,Ulica,1 łazienka,Nie,Nie,99
"Wilanów, Warszawa",2800,Agencja,2 pokoje,Inne,40,Garaż,Nie podano,Tak,Tak,51
"Wilanów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,53,Garaż,1 łazienka,Nie,Tak,311
"Wilanów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,50,Garaż,Nie podano,Tak,Tak,56
"Wilanów, Warszawa",3700,Agencja,3 pokoje,Mieszkanie,84,Nie podano,Nie podano,Tak,Tak,94
"Wilanów, Warszawa",4000,Agencja,3 pokoje,Mieszkanie,72,Garaż,1 łazienka,Tak,Nie,171
"Wilanów, Warszawa",2900,Agencja,2 pokoje,Mieszkanie,47,Garaż,1 łazienka,Tak,Tak,177
"Wilanów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Tak,Tak,184
"Wilanów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Nie,160
"Wilanów, Warszawa",3300,Agencja,3 pokoje,Mieszkanie,75,Garaż,1 łazienka,Nie,Tak,45
"Wilanów, Warszawa",3000,Nie podano,2 pokoje,Mieszkanie,50,Garaż,Nie podano,Tak,Tak,118
"Wilanów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,53,Garaż,1 łazienka,Tak,Tak,125
"Wilanów, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,45,Garaż,Nie podano,Tak,Tak,63
"Wilanów, Warszawa",2020,Agencja,2 pokoje,Mieszkanie,44,Nie podano,Nie podano,Tak,Tak,478
"Wilanów, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,67,Garaż,1 łazienka,Tak,Tak,114
"Włochy, Warszawa",1700,Właściciel,Kawalerka lub garsoniera,Mieszkanie,28,Ulica,1 łazienka,Nie,Nie,187
"Włochy, Warszawa",1800,Agencja,3 pokoje,Mieszkanie,74,Nie podano,Nie podano,Tak,Tak,262
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,47,Garaż,1 łazienka,Tak,Tak,156
"Wola, Warszawa",2650,Agencja,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,66
"Wola, Warszawa",2600,Agencja,Kawalerka lub garsoniera,Mieszkanie,38,Nie podano,Nie podano,Tak,Tak,87
"Wola, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,60,Nie podano,1 łazienka,Tak,Tak,121
"Wola, Warszawa",3600,Agencja,4 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,138
"Wola, Warszawa",3200,Agencja,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,196
"Wola, Warszawa",2150,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,216
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Tak,Tak,160
"Wola, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,74,Garaż,2 łazienki,Nie,Nie,301
"Wola, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,61,Garaż,1 łazienka,Tak,Tak,79
"Wola, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Tak,130
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,83,Nie podano,Nie podano,Tak,Tak,96
"Wola, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,82,Nie podano,Nie podano,Tak,Tak,65
"Wola, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,49,Nie podano,Nie podano,Tak,Tak,201
"Wola, Warszawa",3500,Agencja,3 pokoje,Mieszkanie,77,Garaż,1 łazienka,Tak,Tak,170
"Wola, Warszawa",2850,Agencja,Kawalerka lub garsoniera,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,101
"Wola, Warszawa",1500,Właściciel,Kawalerka lub garsoniera,Inne,28,Ulica,1 łazienka,Nie,Nie,22
"Wola, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,44,Kryty,1 łazienka,Tak,Tak,126
"Wola, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,52,Nie podano,Nie podano,Tak,Tak,233
"Wola, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,38,Kryty,Nie podano,Tak,Tak,70
"Wola, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,44,Garaż,1 łazienka,Tak,Tak,159
"Wola, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,38,Nie podano,Nie podano,Tak,Tak,97
"Wola, Warszawa",1250,Agencja,2 pokoje,Mieszkanie,30,Nie podano,Nie podano,Tak,Tak,298
"Wola, Warszawa",2750,Agencja,2 pokoje,Mieszkanie,57,Nie podano,Nie podano,Tak,Tak,154
"Wola, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,37,Nie podano,Nie podano,Tak,Tak,68
"Wola, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,45,Nie podano,Nie podano,Tak,Tak,79
"Wola, Warszawa",1450,Agencja,2 pokoje,Mieszkanie,27,Nie podano,Nie podano,Tak,Tak,289
"Wola, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,42,Garaż,1 łazienka,Tak,Tak,109
"Wola, Warszawa",2200,Właściciel,Kawalerka lub garsoniera,Mieszkanie,30,Garaż,1 łazienka,Nie,Nie,63
"Wola, Warszawa",2150,Agencja,2 pokoje,Mieszkanie,37,Garaż,1 łazienka,Tak,Tak,198
"Wola, Warszawa",2450,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,208
"Wola, Warszawa",3650,Agencja,2 pokoje,Mieszkanie,61,Kryty,Nie podano,Tak,Tak,305
"Wola, Warszawa",1250,Właściciel,Kawalerka lub garsoniera,Mieszkanie,25,Ulica,1 łazienka,Nie,Nie,139
"Wola, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,47,Kryty,Nie podano,Tak,Tak,75
"Wola, Warszawa",3600,Agencja,4 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,138
"Wola, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,51,Garaż,1 łazienka,Tak,Tak,160
"Wola, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,39,Nie podano,1 łazienka,Tak,Tak,131
"Wola, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,62,Nie podano,1 łazienka,Tak,Tak,175
"Żoliborz, Warszawa",2600,Właściciel,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,91
"Żoliborz, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Tak,Tak,62
"Żoliborz, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,48,Nie podano,Nie podano,Tak,Tak,195
"Żoliborz, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,60,Ulica,Nie podano,Tak,Tak,118
"Żoliborz, Warszawa",2300,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Tak,85
"Żoliborz, Warszawa",4800,Agencja,3 pokoje,Mieszkanie,85,Ulica,1 łazienka,Tak,Tak,200
"Żoliborz, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,50,Nie podano,Nie podano,Tak,Tak,95
"Żoliborz, Warszawa",1100,Agencja,Kawalerka lub garsoniera,Mieszkanie,43,Nie podano,Nie podano,Tak,Tak,318
"Żoliborz, Warszawa",2700,Agencja,2 pokoje,Mieszkanie,46,Nie podano,Nie podano,Tak,Tak,84
"Żoliborz, Warszawa",1730,Agencja,2 pokoje,Mieszkanie,36,Nie podano,Nie podano,Tak,Tak,301
"Żoliborz, Warszawa",4900,Agencja,3 pokoje,Mieszkanie,85,Garaż,2 łazienki,Tak,Tak,89
"Żoliborz, Warszawa",4400,Agencja,3 pokoje,Mieszkanie,78,Nie podano,Nie podano,Tak,Tak,171
"Żoliborz, Warszawa",2350,Właściciel,2 pokoje,Mieszkanie,50,Ulica,1 łazienka,Nie,Tak,457
"Żoliborz, Warszawa",1600,Właściciel,2 pokoje,Mieszkanie,37,Ulica,1 łazienka,Tak,Tak,60
"Bemowo, Warszawa",2050,Agencja,2 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,145
"Bemowo, Warszawa",2800,Agencja,3 pokoje,Mieszkanie,63,Nie podano,1 łazienka,Tak,Tak,86
"Bemowo, Warszawa",2500,Agencja,Kawalerka lub garsoniera,Mieszkanie,36,Garaż,1 łazienka,Tak,Tak,158
"Bemowo, Warszawa",3000,Agencja,3 pokoje,Mieszkanie,80,Nie podano,2 łazienki,Tak,Tak,100
"Bemowo, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,65,Nie podano,2 łazienki,Tak,Tak,69
"Bemowo, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,80,Garaż,2 łazienki,Tak,Tak,40
"Bemowo, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,51,Nie podano,Nie podano,Tak,Tak,163
"Bemowo, Warszawa",2100,Agencja,2 pokoje,Mieszkanie,51,Nie podano,Nie podano,Tak,Tak,171
"Bemowo, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,53,Nie podano,Nie podano,Tak,Tak,142
"Bemowo, Warszawa",2350,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,182
"Bemowo, Warszawa",2200,Agencja,2 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,102
"Bemowo, Warszawa",2000,Agencja,2 pokoje,Mieszkanie,52,Ulica,1 łazienka,Tak,Tak,184
"Bemowo, Warszawa",2350,Agencja,2 pokoje,Mieszkanie,48,Garaż,1 łazienka,Tak,Tak,71
"Bemowo, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,52,Garaż,1 łazienka,Tak,Tak,97
"Bemowo, Warszawa",3200,Agencja,3 pokoje,Mieszkanie,70,Garaż,2 łazienki,Tak,Tak,136
"Bemowo, Warszawa",3150,Agencja,3 pokoje,Mieszkanie,73,Garaż,1 łazienka,Tak,Tak,89
"Bemowo, Warszawa",2000,Właściciel,Kawalerka lub garsoniera,Mieszkanie,34,Kryty,1 łazienka,Nie,Nie,17
"Białołęka, Warszawa",1900,Właściciel,2 pokoje,Mieszkanie,42,Garaż,1 łazienka,Nie,Nie,90
"Białołęka, Warszawa",2000,Właściciel,3 pokoje,Mieszkanie,60,Nie podano,2 łazienki,Tak,Tak,75
"Bielany, Warszawa",3500,Agencja,2 pokoje,Mieszkanie,65,Nie podano,Nie podano,Tak,Tak,62
"Bielany, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,41,Nie podano,1 łazienka,Tak,Tak,189
"Bielany, Warszawa",1450,Agencja,Kawalerka lub garsoniera,Mieszkanie,30,Ulica,1 łazienka,Tak,Tak,59
"Bielany, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,38,Nie podano,1 łazienka,Tak,Tak,79
"Bielany, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,85
"Bielany, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,40,Garaż,1 łazienka,Tak,Tak,79
"Bielany, Warszawa",2800,Agencja,2 pokoje,Mieszkanie,70,Nie podano,1 łazienka,Tak,Tak,180
"Bielany, Warszawa",3950,Agencja,4 pokoje,Mieszkanie,90,Garaż,2 łazienki,Tak,Nie,103
"Bielany, Warszawa",2900,Agencja,3 pokoje,Mieszkanie,50,Garaż,1 łazienka,Tak,Tak,101
"Bielany, Warszawa",2000,Agencja,3 pokoje,Mieszkanie,54,Nie podano,1 łazienka,Tak,Tak,60
"Bielany, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,35,Nie podano,1 łazienka,Tak,Tak,65
"Bielany, Warszawa",2300,Właściciel,3 pokoje,Mieszkanie,61,Kryty,1 łazienka,Nie,Nie,92
"Bielany, Warszawa",2488,Agencja,2 pokoje,Mieszkanie,48,Nie podano,1 łazienka,Tak,Tak,304
"Bielany, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,37,Nie podano,1 łazienka,Tak,Tak,97
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,47,Garaż,1 łazienka,Tak,Tak,122
"Mokotów, Warszawa",2350,Właściciel,2 pokoje,Mieszkanie,49,Garaż,1 łazienka,Tak,Tak,37
"Mokotów, Warszawa",3500,Agencja,4 pokoje,Mieszkanie,75,Nie podano,Nie podano,Tak,Tak,78
"Mokotów, Warszawa",3440,Agencja,3 pokoje,Mieszkanie,55,Nie podano,Nie podano,Tak,Tak,98
"Mokotów, Warszawa",2500,Właściciel,2 pokoje,Mieszkanie,40,Nie podano,Nie podano,Tak,Tak,19
"Mokotów, Warszawa",3500,Agencja,4 pokoje,Mieszkanie,75,Nie podano,1 łazienka,Tak,Tak,258
"Mokotów, Warszawa",2600,Agencja,2 pokoje,Mieszkanie,40,Nie podano,1 łazienka,Tak,Tak,119
"Mokotów, Warszawa",2900,Agencja,2 pokoje,Mieszkanie,57,Garaż,1 łazienka,Tak,Tak,144
"Mokotów, Warszawa",2400,Agencja,2 pokoje,Mieszkanie,44,Ulica,1 łazienka,Tak,Tak,133
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,141
"Mokotów, Warszawa",2500,Agencja,2 pokoje,Mieszkanie,46,Garaż,1 łazienka,Tak,Tak,141
"Mokotów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,60,Garaż,1 łazienka,Tak,Tak,141
"Mokotów, Warszawa",1800,Właściciel,Kawalerka lub garsoniera,Mieszkanie,40,Ulica,1 łazienka,Nie,Nie,62
"Mokotów, Warszawa",3500,Agencja,2 pokoje,Inne,71,Garaż,1 łazienka,Tak,Tak,199
"Mokotów, Warszawa",4500,Agencja,3 pokoje,Mieszkanie,90,Garaż,1 łazienka,Tak,Tak,52
"Mokotów, Warszawa",1830,Agencja,2 pokoje,Mieszkanie,52,Nie podano,1 łazienka,Tak,Tak,260
"Mokotów, Warszawa",3000,Agencja,2 pokoje,Mieszkanie,58,Garaż,1 łazienka,Tak,Tak,104
